title,content,thumbnail,category,publish_date_str,author_username
"Rekap Liga Champions: Madrid Menang Tipis, Chelsea Sikat Ajax","Real Madrid menang tipis atas Juventus, sedangkan Chelsea menggulung Ajax Amsterdam di Liga Champions, Kamis (23/10) dini hari WIB. Berikut rekapitulasi hasil Liga Champions hari ini.
Matchday ketiga Liga Champions yang berlangsung pada Rabu (22/10) dan Kamis dini hari WIB menjadi milik tuan rumah.
Sebagian besar tim-tim kandang meraih kemenangan pada hari ini. Berbeda dengan pada Selasa (21/10) dan Rabu dini hari WIB di mana sebagian tim tandang berjaya di markas lawan.
Kejayaan tim-tim kandang itu dimulai dengan Athletic Bilbao yang menghajar Qarabag 3-1 di Stadion San Mames. Galatasaray juga mendapatkan skor serupa saat menghajar Bodo/Glimt di Rams Park.
Di Stamford Bridge, Chelsea meremukan Ajax Amsterdam 5-1. Pertandingan ini diwarnai dengan rekor yang diciptakan Estevao sebagai pencetak gol termuda The Blues di Liga Champions dengan usia 18 tahun 181 hari.
Real Madrid menang tipis 1-0 atas Juventus di Stadion Antiago Bernabeu. Gol semata wayang Los Blancos dicetak Jude Bellingham pada menit ke-57.
Pesta tim tuan rumah juga dirasakan Bayern Munchen yang menang telak 4-0 atas Club Brugge dari Belgia di Stadion Allianz Arena. Sedangkan Sporting CP menang 2-1 atas Olympique Marseille.
Dari sembilan pertandingan yang berlangsung pada Rabu waktu setempat, hanya laga Atalanta vs Slavia Praha dan AS Monaco vs Tottenham Hotspur yang berakhir imbang 0-0.
Sementara Liverpool jadi satu-satunya tim tamu yang menang setelah menghajar Eintracht Franfurt 5-1. The Reds sempat tertinggal lebih dulu sebelum comeback.",https://akcdn.detik.net.id/visual/2025/10/23/soccer-champions-rma-juv-1761168914175_169.jpeg?w=650&q=90,sepakbola,"Kamis, 23 Okt 2025 04:35 WIB",CNN Indonesia
"Hasil Liga Champions: Liverpool Comeback, Hajar Frankfurt 5-1","Liverpool menang telak 5-1 atas Eintracht Frankfurt setelah comeback dalam pertandingan pekan ketiga Liga Champions di Stadion Deutsche Bank Park, Kamis (23/10) dini hari WIB.
Frankfurt coba memanfaatkan kondisi Liverpool yang tengah terpuruk dengan menyerang sejak menit awal. Tekanan diberikan Frankfurt melalui Ritsu Doan dan Jean Matteo Bahoya, namun belum membuahkan gol.
Serangan Frankfurt akhirnya membuahkan hasil pada menit ke-26 dengan unggul 1-0. Rasmus Kristensen membobol gawang Liverpool dari sisi kanan setelah menerima operan Mario Gotze.
Liverpool hanya membutuhkan 9 menit guna mencetak gol balasan. Mantan pemain Frankfurt, Hugo Ekitike, mencetak gol ke gawang Zetterer setelah mendapatkan umpan terobosan Andrew Robertson pada menit ke-35. Skor imbang 1-1.
The Reds makin termotivasi setelah menyamakan kedudukan. Empat menit setelah gol pertama, Liverpool berbalik unggul 2-1 pada menit ke-39.
Kali ini giliran kapten Virgil van Dijk yang mencatatkan nama di papan skor setelah menerima umpan sepak pojok Cody Gakpo. Kiper Zetterer tidak berkutik saat menghadapi sundulan Van Dijk tersebut.
Sebelum turun minum, Liverpool mengunci babak pertama dengan keunggulan 3-1 pada menit ke-44. Bek tengah lain Ibrahima Konate seperti tidak ingin ketinggalan dengan Van Dijk. Konate juga mencetak gol dengan sundulan setelah memanfaatkan sepak pojok Dominik Szoboszlai.
Liverpool kian termotivasi pada babak kedua setelah unggul 3-1 pada babak pertama. Tekanan dari Ekitike dan Federico Chiesa diberikan Liverpool kepada Frankfurt.
Hanya saja, juara bertahan Premier League ini baru bisa menambah keunggulan pada menit ke-66 lewat sontekan Gakpo yang memanfaatkan assist Florian Wirtz. Assist tersebut jadi kontribusi pertama Wirtz bagi Liverpool dalam kompetisi resmi.
Dominik Szoboszlai membuat Frankfurt makin menderita setelah mengantar Liverpool unggul 5-1 pada menit ke-70. Gol kelima The Reds itu lagi-lagi tidak lepas dari peran Wirtz.
Wirtz memberikan operan pendek kepada Szoboszlai. Gelandang asal Hungaria itu kemudian melepaskan tembakan mendatar dengan kaki kanan ke pojok kiri bawah gawang tanpa bisa diantisipasi kiper.
Frankfurt hampir memperkecil ketinggalan jadi 2-5 jika tembakan Fares Chaini tidak melenceng tipis di sisi kanan gawang Liverpool pada menit ke-84.
Pemain pengganti Mohamed Salah melepaskan tembakan kaki kiri dari luar kotak penalti pada menit ke-90+1, tetapi belum mengarah ke gawang Frankfurt. Tanpa tambahan gol pada sisa laga, Liverpool menang 5-1 atas Frankfurt di Liga Champions.
Susunan Pemain Frankfurt vs Liverpool:
Frankfurt: Zetterer - Amenda, R. Koch, Theate - Kristensen, Larsson, Brown, M. Gotze, Doan - Knauff, Bahoya.
Liverpool: Mamardashvili - Frimpong, Konate, van Dijk, Robertson - C. Jones, Szoboszlai, Wirtz, Ekitike, Gakpo - Isak.",https://akcdn.detik.net.id/visual/2025/10/23/soccer-champions-sge-liv-1761165106635_169.jpeg?w=650&q=90,sepakbola,"Kamis, 23 Okt 2025 03:57 WIB",CNN Indonesia
"Erick Bakal Undang Menteri Olahraga Negara ASEAN, demi Olimpiade","Menteri Pemuda dan Olahraga (Menpora) RI Erick Thohir menyatakan akan mengundang seluruh Menteri Olahraga se-Asia Tenggara (ASEAN) pada Februari 2026 mendatang.
Hal tersebut disampaikan Erick usai bertemu dengan Ketua Komisi Olahraga Filipina (PSC) Patrick Gregorio di Jakarta, Minggu (19/10).
Pertemuan Erick dengan Gregorio ini dalam rangka menjajaki kolaborasi lebih dalam antara Indonesia dan Filipina secara khusus, serta negara Asia Tenggara lainnya secara umum.
Menpora Erick menerangkan pertemuan tersebut membahas banyak hal terkait olahraga kedua negara dan juga regional Asia Tenggara.
Salah satunya soal pelaksanaan SEA Games yang diharapkan dapat mempertandingkan cabang-cabang olahraga (cabor) Olimpiade sebagaimana yang disuarakan dalam ASEAN Ministerial Meeting on Sports (AMMS 8) di Hanoi, Vietnam.
""Kita sudah suarakan bahwa dari Indonesia menginginkan SEA Games harus mempertandingkan cabang-cabang yang ada di Olimpiade. InsyaAllah saya pada Februari tahun depan akan mengundang seluruh menteri olahraga yang ada di Asia Tenggara untuk mulai mengomunikasikan hal ini,"" ucap Menpora Erick dalam rilis Kemenpora, Selasa (21/10).
Menpora Erick menyebut wacana ini berangkat dari keinginan Indonesia agar prestasi olahraga Asia Tenggara lebih baik ke depannya, khususnya di Olimpiade.
""Kita bisa lihat bagaimana atlet senam Filipina pada Olimpiade kemarin dapat medali emas. Kita pun kini tidak hanya mendapat medali emas dari bulu tangkis, kita sudah mendapat dari angkat besi, dan juga tentu speed climbing. Negara-negara lain seperti Singapura sudah pernah juara Olimpiade melalui renang. Nah, hal-hal ini yang saya rasa kami perlu mengusulkan untuk Asia Tenggara lebih baik ke depan,"" kata Menpora Erick.
Menurut Menpora Erick, apabila keinginan ini terwujud maka prestasi para atlet Indonesia tentu harus lebih baik lagi.
Pasalnya dengan menjadikan SEA Games sebagai lompatan menuju Olimpiade, negara-negara Asia Tenggara pastinya akan berlomba-lomba meningkatkan prestasinya masing-masing.
""Tentu prestasi para atlet Indonesia juga harus lebih baik lagi. Karena pasti dengan dorongan strategi besar SEA games mencerminkan Olimpiade, semua negara Asia Tenggara akan refocusing strategi besar olahraganya,"" ujar Menpora Erick.
""Nah, kalau kita ketinggalan, jangan kaget bila nanti perolehan emas negara-negara Asia Tenggara lebih banyak dari Indonesia di Olimpiade. Ini yang harus kita jaga sebagai negara yang besar dan kuat,"" ucap Menpora Erick menambahkan.
Sementara itu PSC Chairman Patrick Gregorio mengungkapkan Filipina dan Indonesia sama-sama merayakan kemenangan bersejarah dalam Olimpiade 2024 Paris dengan membawa pulang dua medali emas.
""Kesuksesan Olimpiade Filipina dan Indonesia adalah kesuksesan Asia Tenggara. Bersama kita akan membangun hubungan yang lebih kuat dan padu dalam kompetisi internasional,'' kata Gregorio.",https://akcdn.detik.net.id/visual/2025/10/22/olahraga-1761117863148_169.jpeg?w=650&q=90,olahraga lain,"Kamis, 23 Okt 2025 03:20 WIB",CNN Indonesia
Daftar 10 Wakil Indonesia di 16 Besar French Open 2025,"Sebanyak 10 wakil Indonesia lolos ke babak 16 besar French Open 2025 yang berlangsung di Glaz Arena, Kamis (23/10). Berikut daftar wakil Indonesia di 16 besar French Open.
Wakil-wakil Indonesia ini melangkah ke babak 16 besar setelah memenangkan pertandingan di 32 besar pada Selasa (21/10) dan Rabu (22/10).
Dari 10 wakil tersebut, tiga di antaranya dari tunggal putra, tiga ganda putri, tiga ganda putra, dan satu ganda campuran.
Tiga wakil tunggal putra Indonesia di 16 besar French Open 2025 adalah: Jonatan Christie yang jadi unggulan enam, Anthony Ginting, dan Alwi Farhan.
Sedangkan tiga ganda putri diisi Febriana Dwipuji Kusuma/Meilysa Trias P, Rachel Alessya Rose/Febi Setianingrum, dan Lanny Tria Mayasari/Amallia C Pratiwi.
Sementara tiga pasangan ganda putra di 16 besar French Open terdiri dari Fajar Alfian/M Shohibul Fikri yang jadi unggulan delapan, Sabar Karyaman Gutama/M Reza Pahlevi Isfahani, dan Muhammad Rian Ardianto/Rahmat Hidayat.
Satu wakil Indonesia lain yakni dari ganda campuran melalui pasangan Jafar Hidayatullah/Felisha AN Pasaribu.
Babak 16 besar French Open 2025 akan dimulai pada pukul 15:00 waktu Indonesia. Indonesia sendiri tanpa wakil pemenang pada French Open 2024. Kali terakhir wakil Indonesia juara di French Open pada edisi 2023, saat Jonatan Christie juara di tunggal putra.
Daftar wakil Indonesia Lolos ke 16 Besar French Open 2025:
Jonatan ChristieAnthony GintingAlwi FarhanFebriana Dwipuji Kusuma/Meilysa Trias PRachel Alessya Rose/Febi SetianingrumLanny Tria Mayasari/Amallia C Pratiwi.Fajar Alfian/M Shohibul FikriJafar Hidayatullah/Felisha AN PasaribuSabar Karyaman Gutama/M Reza Pahlevi IsfahaniMuhammad Rian Ardianto/Rahmat Hidayat",https://akcdn.detik.net.id/visual/2025/09/24/anthony-ginting-1758681993680_169.jpeg?w=650&q=90,raket,"Kamis, 23 Okt 2025 02:40 WIB",CNN Indonesia
"Hasil Liga Champions: Osimhen 2 Gol, Galatasaray Menang 3-1","Galatasaray menang 3-1 atas Bodo/Glimt dalam pertandingan ketiga babak grup Liga Champions di Stadion Rams Park, Rabu (22/10).
Tuan rumah Galatasaray mengambil alih permainan sejak menit pertama. Tekanan Galatasaray kepada Bodo/Glimt berujung pada kesalahan tim tamu.
Serangan balik Bodo/Glimpt pada menit kedua dipatahkan lini tengah Galtasaray. Sampai akhirnya Mario Lemina memberikan umpan terobosan kepada Victor Osimhen yang tanpa penjagaan di sisi kiri.
Dengan tembakan kaki kanan, Osimhen mengarahkan bola ke pojok kanan bawah gawang Bodo/Glimt yang dijaga Nikita Haikin. Galatasaray unggul 1-0 pada menit ketiga.
Klub raksasa Turki ini seperti tidak memberikan napas kepada Bodo/Glimt. Gelombang serangan dilancarkan tim asuhan Okan Buruk.
Tembakan kaki kanan Osimhen digagalkan Haikin pada menit ke-29. Osimhen mencetak gol kedua dalam pertandingan ini yang membuat Galatasaray unggul 2-0 pada menit ke-33.
Gol kedua Osimhen itu tidak terlepas dari blunder bek kiri Fredrik Andre Bjorkan. Bjorkan yang dalam posisi bebas menguasai bola salah melakukan operan.
Alih-alih melakukan back pass kepada kiper Nikita, bola yang dioper Bjorkan jadi assist bagi Osimhen. Tanpa kesulitan Osimhen menaklukan Nikita untuk kali kedua dengan tendangan kaki kiri.
Galatasaray menambah keunggulan jadi 3-0 pada menit ke-60 lewat sepakan Yunus Akgun. Gol Yunus itu tidak lepas dari peran Osimhen yang merebut bola.
Bola dari Osimhen itu digiring Yunus ke kotak penalti. Sepakan kaki kiri pertama Yunus bisa ditepis kiper Haikin. Tetapi bola rebound kembali disambar Yunus menjadi gol.
Bodo/Glimt bukan tanpa serangan. Klub asal Norwegia ini sesekali memberikan ancaman dengan serangan balik. Serangan itu baru membuahkan hasil bagi Bodo/Glimt pada menit ke-75 guna memperkecil ketinggalan jadi 1-3.
Gol balasan Bodo/Glimt tersebut bermula dari umpan silang Fredrik Bjorkan dari sisi kiri. Kali ini giliran kiper Ugurcan Cakir yang membuat kesalahan.
Cakir gagal mengantisipasi umpan silang Bjorkan yang tetap melambung di depan gawang Galatasaray. Dari belakang Andreas Helmersen menyundul bola masuk ke gawang. Assist tersebut menjadi penebus kesalahan Bjorkan untuk gol kedua Galatasaray.
Susunan Pemain Galatasaray vs Bodo/Glimt:
Galatasaray: Cakir; Sallai, Sanchez, Bardakcı, Jakobs; Torreira, Lemina; Sane, Akgun, Yilmaz; Osimhen.
Bodo/Glimt: Haikin; Sjovold, Bjortuft, Aleesami, Bjorkan; Evjen, Berg, Fet, Auklend, Hauge; Hogh.",https://akcdn.detik.net.id/visual/2025/10/23/soccer-champions-gs-bod-1761156069641_169.jpeg?w=650&q=90,sepakbola,"Kamis, 23 Okt 2025 01:41 WIB",CNN Indonesia
"Hasil French Open: Kalah Dramatis, Leo/Bagas Gagal ke 16 Besar","Leo Rolly Carnando/Bagas Maulana gagal ke 16 besar French Open 2025 usai kalah dramatis dari Aaron Chia/Soh Wooi Yik di Glaz Arena, Rabu (22/10).
Leo/Bagas kalah 15-21, 24-26 dalam 45 menit. Leo/Bagas sempat mencuri poin keunggulan lebih dulu pada awal gim pertama. Namun Aaron/Soh bisa membalikkan skor jadi unggul 4-2.
Leo/bagas tidak ciut nyali meski berhadapan dengan unggulan kedua di French Open itu. Tiga angka didapat guna mendekat dengan 6-8.
Aaron/Soh unggul 11-7 pada interval gim pertama. Leo/Bagas terlihat kesulitan mendekati poin lawan. Meski begitu, Leo/Bagas terus berupaya memberikan perlawanan sengit.
Usai interval perolehan poin Aaron/Soh tidak menemui kendala. Aaron/Soh meraih tiga poin beruntun untuk unggul 18-12. Ganda Malaysia itu unggul 21-15 pada gim pertama.
Leo/Bagas mencoba bangkit di gim kedua. Pada gim ini permainan terlihat seimbang. Sempat tertinggal 2-4, Leo/Bagas membalikkan skor jadi unggul 5-4.
Leo/Bagas tidak lagi memberikan kenyamanan bermain kepada Aaron/Soh pada gim kedua ini. Meski unggul 8-6, Aaron/Soh bisa terkejar Leo/Bagas yang membuat skor imbang 8-8, bahkan hingga 10-10.
Aaron/Soh unggul 11-10 pada interval gim kedua. Tetapi Leo/Bagas tidak lagi memberikan keunggulan jauh.
Setelah skor imbang 12-12, Aaron/Soh menjauh dengan 17-13, kemudian 18-13. Tetapi dengan perjuangan keras, Leo/Bagas menyamakan skor jadi 18-18.
Leo/Bagas bahkan meraih game point lebih dulu dengan unggul 20-18. Sayangnya Aaron/Soh bisa memaksa deuce, 20-20.
Leo/Bagas terus memberikan perlawanan sengit hingga 24-24. AKan tetapi, dua poin terakhir bisa didapat Aaron/Soh yang menang 26-24.
Kekalahan ini membuat Leo/Bagas gagal ke babak 16 besar French Open 2025.",https://akcdn.detik.net.id/visual/2025/04/12/leo-rolly-carnandobagas-maulana-1744470179814_169.jpeg?w=650&q=90,raket,"Kamis, 23 Okt 2025 00:58 WIB",CNN Indonesia
"Hasil French Open: Tampil Impresif, Rian/Rahmat ke 16 Besar","Muhammad Rian Ardianto/Rahmat Hidayat lolos ke babak 16 besar French Open 2025 usai mengalahkan Satwiksairaj Rankireddy/Chirag Shetty di Glaz Arena, Rabu (22/10).
Rian/Rahmat menang 21-18, 22-20 dalam 42 menit. Rian/Rahmat sempat tertinggal 0-3 dari Rankireddy/Shetty. Akan tetapi, lima poin beruntun yang didapat Rian/Rahmat membuat Indonesia membalikkan kedudukan jadi 5-3.
Keunggulan Rian/Rahmat bertahan hingga 8-4, karena setelah itu pasangan lawan bangkit dengan unggul 10-8 usai mendapatkan enam angka berturut-turut.
Duel berjalan ketat. Rankireddy/Shetty unggul 11-9 pada interval gim pertama. Rian/Rahmat mencoba mengejar dengan memperkecil ketinggalan jadi 10-11 sebelum menyamakan skor jadi 11-11.
Setelah interval, pasangan Indonesia ini kembali unggul dengan skor 14-12. Perlawanan sengit diberikan Rankireddy/Shetty yang berbalik unggul dengan skor 18-17.
Meski menjadi pasangan baru, Rian/Rahmat tidak menyerah. Empat angka diraih Rian/Rahmat guna menutup gim pertama dengan keunggulan 21-18.
Keunggulan pada gim pertama menambah motivasi Rian/Rahmat guna mencetak hasil serupa pada gim kedua. Rian/Rahmat unggul 3-1 pada awal gim kedua.
Rankireddy/Shetty menyamakan skor jadi 3-3. Tetapi Rian/Rahmat cepat bereaksi guna menjauh dengan skor 7-3.
Rian/Rahmat nyaris tidak tersentuh Rankireddy/Shetty pada gim kedua ini setelah unggul 11-6. AKkan tetapi Rankireddy/Shetty bangkit secara perlahan usai interval.
Pasangan India itu mendekat dengan 13-14. Lalu menyamakan kedudukan jadi 15-15.
Duel ketat terjadi pada poin-poin krusial. Kedua pasangan bergantian memimpin sampai akhirnya Rian/Rahmat memaksa pertandingan berlanjut dengan deuce usai imbang 20-20.
Poin kemenangan dicetak Rahmat, sehingga membuat Rian/Rahmat mengalahkan Rankireddy/Shetty 22-20 pada gim kedua. Kemenangan tersebut membuat Rian/Rahmat lolos ke babak 16 besar French Open 2025.",https://akcdn.detik.net.id/visual/2025/10/15/rian-ardianrahmat-hidayat-di-laga-babak-pertama-denmark-open-2025-1760529682579_169.jpeg?w=650&q=90,raket,"Rabu, 22 Okt 2025 23:40 WIB",CNN Indonesia
"Hasil French Open: Fajar/Fikri ke 16 Besar, Ganda China Retired","Fajar Alfian/Muhammad Shohibul Fikri lolos ke babak 16 besar French Open 2025 setelah Huang Di/Liu Yang memutuskan retired pada gim kedua di Glaz Arena, Rabu (22/10).
Dalam pertandingan itu Fajar/Fikri unggul pada gim pertama dengan skor 21-16. Akan tetapi saat jeda, Huang/Liu tiba-tiba meminta retired.
Sejauh ini belum ada kabar mengenai alasan pasangan China tersebut memilih mundur pada gim kedua.
Fajar/Fikri bermain agresif sejak awal laga. Setiap memiliki kesempatan, baik Fajar maupun Fikri kerap melepaskan smes keras guna mendapatkan poin.
Smes Fikri ke arah Huang membuat ganda Indonesia unggul 3-1. Meski begitu, penampilan Huang/Liu dalam laga ini tidak seperti kebanyakan ganda China yang juga menyerang dengan intesif.
Performa Huang/Liu terlihat lebih santai. Bahkan beberapa kali membuat eror yang memberikan keuntungan kepada Fajar/Fikri.
Fajar/Fikri unggul 11-7 pada interval gim pertama. Drop shot menyilang Fajar yang gagal dikejar Liu membuat Indonesia unggul 12-8.
Usai interval Huang/Liu coba memberikan pelawanan, namun lagi-lagi tidak bisa mengimbangi Fajar/Fikri. Kesalahan servis dari Huang membuat Fajar/Fikri menjauh dengan 17-14.
Terjadi reli pada akhir-akhir gim pertama. Reli itu dituntaskan Fikri dengan smes keras yang tidak bisa dikembalikan Huang. Indonesia unggul 21-16 pada gim pertama.
Saat jeda Huang menghampiri umpire guna berdiskusi, termasuk dengan tim medis. Kemudian memutuskan retired dari pertandingan.
Keputusan Huang/Liu retired pada gim kedua membuat Fajar/Fikri lolos ke babak 16 besar French Open 2025. Pada babak 16 besar nanti Fajar/Fikri melawan pasangan Denmark, Daniel Lundgaard/Mads Vestergaard.",https://akcdn.detik.net.id/visual/2025/10/18/fajar-alfianmuhammad-shohibul-fikri-1760746299433_169.jpeg?w=650&q=90,raket,"Rabu, 22 Okt 2025 23:18 WIB",CNN Indonesia
Pujian Simeone untuk Arsenal yang Ganas,"Pelatih Atletico Madrid, Diego Simeone memberikan pujian kepada Arsenal yang mengalahkan anak asuhnya 4-0 dalam laga lanjutan Liga Champions di Stadion Emirates, London, Rabu (22/10) dini hari WIB.
Dilansir dari Metro, Simeone bilang bahwa Arsenal adalah 'tim terbaik' yang sejauh ini dihadapi Julian Alvarez dan kawan-kawan. Sebelumnya, Los Rojiblancos sudah bertemu dengan Liverpool dan rival sekota, Real Madrid di pentas domestik.""Ya, saya bisa katakan tim terbaik yang kami hadapi musim ini. Mereka bertarung begitu baik, para pemain mereka berlari dan berlari, serta mereka punya kualitas di seluruh lapangan,"" ujar Simeone.
""Mereka pantas menang dan saya ingin memberikan selamat untuk mereka [Arsenal].""
Atletico bisa menahan imbang Arsenal di babak pertama. Di babak kedua, gawang Atletico empat kali dibobol The Gunners melalui Gabriel Magalhaes pada menit ke-57, Gabriel Martinelli (64'), Viktor Gyokeres (67' dan 70').
Simeone menilai awalnya Atletico bisa memberikan perlawanan kepada Arsenal. Namun situasi permainan berubah memasuki 30 menit terakhir pertandingan.
""Saya pikir kami bertanding dengan sangat baik sejak awal. Sejak menit ke-60, mereka adalah tim yang lebih baik dan pantas menang,"" katanya.
Kekalahan dari Arsenal membuat Atletico menempati posisi ke-18 klasemen Liga Champions. Sementara itu, Arsenal menempati posisi ketiga di bawah Paris Saint-Germain dan Inter Milan yang sama-sama mengoleksi sembilan poin.",https://akcdn.detik.net.id/visual/2022/05/09/soccer-spain-atm-madreport-1_169.jpeg?w=650&q=90,sepakbola,"Rabu, 22 Okt 2025 22:53 WIB",CNN Indonesia
"Alex Pastoor Podcast Pakai Batik, Buka-bukaan Apa Lagi?","Mantan asisten pelatih Timnas Indonesia Alex Pastoor memakai kemeja batik dalam sebuah acara siniar atau podcast.
Hal tersebut ia bagikan melalui media sosial Instagram pribadinya pada Rabu (22/10). Tidak ada keterangan apa yang dibicarakan dalam siniar tersebut.
""Dialog indah kami berlanjut,"" tulis Pastoor dalam keterangan unggahannya yang berisikan empat foto dan diunggah secara bersamaan oleh tiga akun lainnya.
Sebelumnya, Pastoor sempat menghadiri siniar lainnya. Dalam siniar tersebut Pastoor membagikan kisah dan pengalamannya saat menangani Timnas Indonesia.
Pasto mengungkapkan tiga target utama yang disepakati bersama PSSI sebelum berakhirnya kontrak kerja sama dengan tim pelatih asal Belanda yang dikomandoi Patrick Kluivert.
Target pertama yang diungkap Pastoor adalah ambisi besar Indonesia untuk tampil di Piala Dunia, walaupun menurutnya hal itu bukan perkara mudah.
Target kedua pengembangan tim usia muda Indonesia. Rencananya, Gerald Vanenburg sebagai pelatih Indonesia U-23 dan Frank Van Kempen sebagai pelatih Indonesia U-20.
Adapun target yang ketiga bersifat jangka panjang, yaitu meningkatkan kualitas pemain kompetitif di Indonesia. Ini berkaitan dengan road map atau peta jalan sepak bola Indonesia.",https://akcdn.detik.net.id/visual/2025/03/24/latihan-timnas-indonesia-1742783295001_169.jpeg?w=650&q=90,sepakbola,"Rabu, 22 Okt 2025 22:30 WIB",CNN Indonesia
Hashimoto Hattrick Juara All Around Putra Kejuaraan Dunia Senam,"Daiki Hashimoto hattrick medali emas all around individual putra Kejuaraan Dunia Senam 2025 usai menjadi yang terbaik di Indonesia Arena, Rabu (22/10) malam.
Peraih medali emas nomor all around individual putra Olimpiade 2020 ini jadi yang terbaik dalam kejuaraan dunia senam 2022, 2023, dan terbaru edisi 2025.
Atlet 24 tahun ini meraih 14.000 poin senam lantai, 13.966 poin pelana kuda, 13.566 poin cincin, 14.466 poin meja lompat, 14.433 palang sejajar, dan 14.700 palang tunggal.
Total poin yang dikumpulkan pemuda kelahiran Narita, 7 Agustus 2001 ini adalah 85.131. Namun, total poin ini menurun dibandingkan total poin pada 2023.
Dalam Kejuaraan Dunia Senam 2023 di Belgia, total poin yang dikumpulkan Hashimoto adalah 86.132 poin. Adapun pada 2022 nilainya lebih tinggi lagi, 87.198 poin.
Adapun peringkat kedua atau perak diraih atlet China Zhang Boheng (84.333) dan peringkat ketiga atau peraih medali perunggu jadi milik atlet asal Swiss Noe Seifert (82.831).
Hashimoto begitu puas dengan pencapaian di Jakarta. Pasalnya, prestasi tersebut mengobati kegagalannya meraih medali emas dalam Olimpiade Paris 2024.
""Saya sangat senang bisa memenangkan Kejuaraan Dunia hari ini, terutama karena saya tidak bisa memenangkan medali emas individu di Paris tahun lalu,"" ujar Hashimoto kepada wartawan dikutip dari Olympics.
""Pertarungannya sangat ketat dan sengit hingga akhir, tapi saya percaya diri dan mampu tetap fokus pada performa saya. Saya rasa keyakinan pada diri sendiri itulah yang membawa saya pada hasil akhir, dan ketika saya berhasil mencapai target yang tinggi di akhir, rasanya luar biasa,"" tutur Hashimoto menambahkan.
Suasana di Indonesia Arena terbilang meriah dalam partai final all around individual putra ini. Jumlah penonton lebih banyak dibanding fase-fase kualifikasi.",https://akcdn.detik.net.id/visual/2025/10/22/gymnastics-world-1761143976329_169.jpeg?w=650&q=90,olahraga lain,"Rabu, 22 Okt 2025 22:00 WIB",CNN Indonesia
"Janice Tjen Melesat di Peringkat WTA, Tembus 80 Besar Dunia","Petenis putri Indonesia Janice Tjen berhasil menembus peringkat 80 besar dunia WTA dalam pembaruan ranking terbaru, Rabu (22/10).
Sebagaimana tercantum pada laman resmi WTA Tennis, Janice berada di urutan ke-80. Ini peningkatan tajam, sebab pada 2024 berada pada peringkat ke-412.
Pencapaian ini tak lepas dari pencapaian Janice selama 2025 yang sangat impresif. Terbaru, Janice juara Jinan Terbuka 2025 yang merupakan kelas 125 WTA.
Saat tampil dalam ajang ini posisi Janice berada di urutan ke-102 dunia. Setelah itu posisinya kembali terkatrol dengan masuk 100 besar dunia, yakni peringkat ke-98.
Sebelum itu dara 23 tahun ini terhenti pada babak 32 besar Suzhou Terbuka 2025. Adapun pada ajang China Terbuka 2025, pencapaian Janice hanya berada di posisi 128 besar.
Pada awal September, Janice menembus babak final SP Terbuka 2025 di Brasil. Sedangkan dalam turnamen US Terbuka 2025, langkah Janice terhenti di babak 64 besar.
Kesuksesan Janice menembus babak 64 besar US Terbuka 2025 membuat posisinya naik cukup tajam. Dari awalnya berada di urutan ke-195 menembus ke-149.
Sebelum itu, pada Agustus, Janice mencapai babak final WTT Women 100 2025 di Pennsylvania, Amerika Serikat. Hasil ini membuat Janice keluar masuk posisi 200 besar dunia.",https://akcdn.detik.net.id/visual/2025/08/25/janice-tjen-1756065076345_169.jpeg?w=650&q=90,raket,"Rabu, 22 Okt 2025 21:32 WIB",CNN Indonesia
